district_code,district_name,housing_type,area_basis,front_area_bucket,market_area_bucket,market_area_label,contract_count,deposit_q25_manwon,deposit_median_manwon,deposit_q75_manwon,deposit_min_manwon,deposit_max_manwon,latest_contract_date,first_contract_date,represented_month_count,recent_3m_count,recent_6m_count,contract_scope,data_start_date,data_end_date,recommended_contract_scope,total_contract_count,new_contract_count,renewal_contract_count,unknown_contract_count,new_unknown_contract_count,pre_completion_contract_count,confidence,new_contract_rate,recent_3m_rate,recent_6m_rate,is_recommendation_usable,transaction_type
11740,강동구,officetel,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,56,19750.0,26945.0,35125.0,10000.0,40000.0,2026-06-20,2025-07-11,12,17,30,new,2025-07-01,2026-06-30,new,85,56,25,4,60,0,medium,0.6588235294117647,0.30357142857142855,0.5357142857142857,True,jeonse
11740,강동구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,62,26062.5,30000.0,39100.0,2000.0,45000.0,2026-06-18,2025-07-01,12,12,28,new,2025-07-01,2026-06-30,new,103,62,39,2,64,0,medium,0.6019417475728155,0.1935483870967742,0.45161290322580644,True,jeonse
11740,강동구,officetel,exclusive_area,under_20,under_20,20㎡ 이하,87,10100.0,16000.0,17925.0,5500.0,22000.0,2026-06-20,2025-07-01,12,23,48,new,2025-07-01,2026-06-30,new,135,87,47,1,88,0,medium,0.6444444444444445,0.26436781609195403,0.5517241379310345,True,jeonse
11740,강동구,row_house,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,530,20000.0,24000.0,26950.0,7000.0,52000.0,2026-06-30,2025-07-02,12,146,312,new,2025-07-01,2026-06-30,new,949,530,407,12,542,0,high,0.5584826132771338,0.27547169811320754,0.5886792452830188,True,jeonse
11740,강동구,row_house,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,239,18900.0,24000.0,29400.0,7718.0,47000.0,2026-06-30,2025-07-01,12,71,141,new,2025-07-01,2026-06-30,new,448,239,203,6,245,0,high,0.5334821428571429,0.29707112970711297,0.5899581589958159,True,jeonse
11740,강동구,row_house,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,499,20000.0,25000.0,31000.0,2000.0,60000.0,2026-06-30,2025-07-01,12,118,253,new,2025-07-01,2026-06-30,new,1000,499,485,16,515,0,high,0.499,0.23647294589178355,0.5070140280561122,True,jeonse
11740,강동구,row_house,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,138,25000.0,30000.0,35750.0,8500.0,71000.0,2026-06-30,2025-07-01,12,30,71,new,2025-07-01,2026-06-30,new,256,138,118,0,138,0,high,0.5390625,0.21739130434782608,0.5144927536231884,True,jeonse
11740,강동구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,34,31250.0,42250.0,77250.0,15000.0,110000.0,2026-06-10,2025-07-21,11,10,18,new,2025-07-01,2026-06-30,new,48,34,14,0,34,0,medium,0.7083333333333334,0.29411764705882354,0.5294117647058824,True,jeonse
11740,강동구,row_house,exclusive_area,under_20,under_20,20㎡ 이하,121,10400.0,13860.0,18300.0,7230.0,40000.0,2026-06-29,2025-07-01,12,32,70,new,2025-07-01,2026-06-30,new,228,121,102,5,126,0,high,0.5307017543859649,0.2644628099173554,0.5785123966942148,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,20_30,20_30,20㎡ 초과~30㎡,164,5375.0,8700.0,12000.0,2000.0,27000.0,2026-06-30,2025-07-01,12,46,86,new,2025-07-01,2026-06-30,new,227,164,48,15,179,0,high,0.7224669603524229,0.2804878048780488,0.524390243902439,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,30_40,30_40,30㎡ 초과~40㎡,206,8625.0,12300.0,15000.0,2000.0,33000.0,2026-06-25,2025-07-01,12,56,105,new,2025-07-01,2026-06-30,new,293,206,79,8,214,1,high,0.7030716723549488,0.27184466019417475,0.5097087378640777,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,over_40,40_60,40㎡ 초과~60㎡,225,13000.0,16500.0,22000.0,1000.0,45000.0,2026-06-28,2025-07-02,12,46,108,new,2025-07-01,2026-06-30,new,347,225,113,9,234,0,high,0.6484149855907781,0.20444444444444446,0.48,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,over_40,60_85,60㎡ 초과~85㎡,116,22000.0,28000.0,34250.0,5500.0,54000.0,2026-06-30,2025-07-02,12,27,64,new,2025-07-01,2026-06-30,new,173,116,55,2,118,0,high,0.6705202312138728,0.23275862068965517,0.5517241379310345,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,over_40,over_85,85㎡ 초과,89,15000.0,28000.0,37000.0,2100.0,55000.0,2026-06-18,2025-07-02,12,20,54,new,2025-07-01,2026-06-30,new,129,89,39,1,90,0,medium,0.689922480620155,0.2247191011235955,0.6067415730337079,True,jeonse
11740,강동구,single_multi_house,single_multi_reported_area,under_20,under_20,20㎡ 이하,83,4250.0,9000.0,11000.0,800.0,18000.0,2026-06-29,2025-07-10,12,20,48,new,2025-07-01,2026-06-30,new,117,83,15,19,102,0,medium,0.7094017094017094,0.24096385542168675,0.5783132530120482,True,jeonse
11140,중구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,30,53000.0,54500.0,57000.0,46200.0,60000.0,2026-06-12,2025-07-12,12,10,19,new_unknown,2025-07-01,2026-06-30,new_unknown,43,27,13,3,30,0,medium,0.627906976744186,0.3333333333333333,0.6333333333333333,True,jeonse
11305,강북구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,31,22000.0,22000.0,23000.0,3593.0,32000.0,2026-06-20,2025-07-01,10,6,15,new_unknown,2025-07-01,2026-06-30,new_unknown,39,28,8,3,31,0,medium,0.717948717948718,0.1935483870967742,0.4838709677419355,True,jeonse
11350,노원구,single_multi_house,single_multi_reported_area,over_40,60_85,60㎡ 초과~85㎡,30,13250.0,19500.0,23375.0,2000.0,58000.0,2026-06-25,2025-07-05,12,7,16,new_unknown,2025-07-01,2026-06-30,new_unknown,48,28,18,2,30,0,medium,0.5833333333333334,0.23333333333333334,0.5333333333333333,True,jeonse
11380,은평구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,31,22800.0,24000.0,26500.0,12500.0,30000.0,2026-06-15,2025-07-02,11,4,10,new_unknown,2025-07-01,2026-06-30,new_unknown,55,28,24,3,31,0,medium,0.509090909090909,0.12903225806451613,0.3225806451612903,True,jeonse
11380,은평구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,38,9276.5,21395.0,28675.0,3093.0,80000.0,2026-06-03,2025-07-09,12,5,11,new_unknown,2025-07-01,2026-06-30,new_unknown,83,25,45,13,38,0,medium,0.30120481927710846,0.13157894736842105,0.2894736842105263,True,jeonse
11500,강서구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,31,7990.0,8400.0,10630.0,6500.0,21000.0,2026-06-12,2025-07-05,12,11,18,new_unknown,2025-07-01,2026-06-30,new_unknown,61,29,30,2,31,0,medium,0.47540983606557374,0.3548387096774194,0.5806451612903226,True,jeonse
11500,강서구,single_multi_house,single_multi_reported_area,under_20,under_20,20㎡ 이하,31,5000.0,6000.0,8000.0,1000.0,15000.0,2026-05-14,2025-07-02,11,6,13,new_unknown,2025-07-01,2026-06-30,new_unknown,34,28,3,3,31,0,medium,0.8235294117647058,0.1935483870967742,0.41935483870967744,True,jeonse
11110,종로구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,17,15000.0,23000.0,33200.0,7000.0,35500.0,2026-06-02,2025-07-07,9,2,11,all,2025-07-01,2026-06-30,all,17,6,9,2,8,0,low,0.35294117647058826,0.11764705882352941,0.6470588235294118,True,jeonse
11110,종로구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,21,28000.0,50090.0,53700.0,7500.0,60000.0,2026-05-29,2025-07-08,8,5,9,all,2025-07-01,2026-06-30,all,21,9,12,0,9,0,low,0.42857142857142855,0.23809523809523808,0.42857142857142855,True,jeonse
11110,종로구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,9,12000.0,18000.0,20000.0,7200.0,23000.0,2026-06-18,2025-07-25,5,2,3,all,2025-07-01,2026-06-30,all,9,7,2,0,7,0,very_low,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,jeonse
11110,종로구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,7,31000.0,41000.0,52500.0,20000.0,110000.0,2026-06-08,2025-07-12,6,3,4,all,2025-07-01,2026-06-30,all,7,6,1,0,6,0,very_low,0.8571428571428571,0.42857142857142855,0.5714285714285714,False,jeonse
11110,종로구,row_house,exclusive_area,under_20,under_20,20㎡ 이하,31,7451.5,11000.0,13500.0,4600.0,23500.0,2026-05-28,2025-07-15,11,5,15,all,2025-07-01,2026-06-30,all,31,23,8,0,23,0,medium,0.7419354838709677,0.16129032258064516,0.4838709677419355,True,jeonse
11140,중구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,17,7135.0,29700.0,47250.0,3809.0,56000.0,2026-06-09,2025-07-11,10,4,8,all,2025-07-01,2026-06-30,all,17,7,8,2,9,0,low,0.4117647058823529,0.23529411764705882,0.47058823529411764,True,jeonse
11140,중구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,30,13000.0,16650.0,23000.0,11000.0,32000.0,2026-06-29,2025-07-07,9,7,17,all,2025-07-01,2026-06-30,all,30,21,9,0,21,0,medium,0.7,0.23333333333333334,0.5666666666666667,True,jeonse
11140,중구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,7,61625.0,70000.0,81500.0,52000.0,93000.0,2026-05-19,2025-07-17,5,2,5,all,2025-07-01,2026-06-30,all,7,5,2,0,5,0,very_low,0.7142857142857143,0.2857142857142857,0.7142857142857143,False,jeonse
11140,중구,row_house,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,41,14700.0,17000.0,28140.0,5500.0,49000.0,2026-06-13,2025-07-02,12,8,17,all,2025-07-01,2026-06-30,all,41,26,15,0,26,0,medium,0.6341463414634146,0.1951219512195122,0.4146341463414634,True,jeonse
11140,중구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,14,33750.0,57000.0,85000.0,18000.0,350000.0,2026-06-30,2025-09-15,8,4,8,all,2025-07-01,2026-06-30,all,14,11,3,0,11,0,low,0.7857142857142857,0.2857142857142857,0.5714285714285714,True,jeonse
11140,중구,single_multi_house,single_multi_reported_area,over_40,60_85,60㎡ 초과~85㎡,37,18000.0,27000.0,30000.0,7000.0,39000.0,2026-06-20,2025-07-02,11,6,18,all,2025-07-01,2026-06-30,all,37,27,10,0,27,0,medium,0.7297297297297297,0.16216216216216217,0.4864864864864865,True,jeonse
11140,중구,single_multi_house,single_multi_reported_area,over_40,over_85,85㎡ 초과,23,14000.0,25000.0,40000.0,5000.0,70000.0,2026-06-11,2025-08-23,10,5,13,all,2025-07-01,2026-06-30,all,23,18,5,0,18,0,low,0.782608695652174,0.21739130434782608,0.5652173913043478,True,jeonse
11140,중구,single_multi_house,single_multi_reported_area,under_20,under_20,20㎡ 이하,25,5000.0,7000.0,8400.0,2800.0,15000.0,2026-06-22,2025-07-02,10,6,12,all,2025-07-01,2026-06-30,all,25,21,3,1,22,0,low,0.84,0.24,0.48,True,jeonse
11170,용산구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,48,29400.0,31297.5,33080.0,22500.0,44000.0,2026-06-29,2025-07-09,12,10,20,all,2025-07-01,2026-06-30,all,48,24,24,0,24,0,medium,0.5,0.20833333333333334,0.4166666666666667,True,jeonse
11170,용산구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,26,15725.0,27000.0,45000.0,7008.0,47000.0,2026-06-12,2025-07-10,10,5,13,all,2025-07-01,2026-06-30,all,26,15,9,2,17,0,low,0.5769230769230769,0.19230769230769232,0.5,True,jeonse
11170,용산구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,31,17200.0,19500.0,20500.0,14800.0,45000.0,2026-06-19,2025-07-03,12,9,12,all,2025-07-01,2026-06-30,all,31,16,15,0,16,0,medium,0.5161290322580645,0.2903225806451613,0.3870967741935484,True,jeonse
11170,용산구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,47,48142.5,53000.0,59400.0,42000.0,110000.0,2026-06-16,2025-07-03,12,9,21,all,2025-07-01,2026-06-30,all,47,26,21,0,26,0,medium,0.5531914893617021,0.19148936170212766,0.44680851063829785,True,jeonse
11170,용산구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,12,57562.5,71500.0,77700.0,54000.0,160000.0,2026-06-09,2025-08-01,7,1,6,all,2025-07-01,2026-06-30,all,12,6,6,0,6,0,low,0.5,0.08333333333333333,0.5,True,jeonse
11200,성동구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,16,26125.0,61000.0,68500.0,11000.0,70000.0,2026-05-14,2025-07-29,7,1,9,all,2025-07-01,2026-06-30,all,16,8,8,0,8,0,low,0.5,0.0625,0.5625,True,jeonse
11200,성동구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,18,4041.25,5793.5,9259.0,3699.0,100000.0,2026-06-16,2025-07-14,6,2,2,all,2025-07-01,2026-06-30,all,18,3,6,9,12,0,low,0.16666666666666666,0.1111111111111111,0.1111111111111111,True,jeonse
11200,성동구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,22,13737.5,16000.0,16425.0,11000.0,26500.0,2026-06-24,2025-07-14,8,2,6,all,2025-07-01,2026-06-30,all,22,16,6,0,16,0,low,0.7272727272727273,0.09090909090909091,0.2727272727272727,True,jeonse
11200,성동구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,46,27961.0,31000.0,37761.0,15700.0,45500.0,2026-06-30,2025-07-01,11,6,26,all,2025-07-01,2026-06-30,all,46,24,22,0,24,0,medium,0.5217391304347826,0.13043478260869565,0.5652173913043478,True,jeonse
11200,성동구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,19,28250.0,38288.0,46625.0,18000.0,55000.0,2026-05-21,2025-07-23,9,2,11,all,2025-07-01,2026-06-30,all,19,10,9,0,10,0,low,0.5263157894736842,0.10526315789473684,0.5789473684210527,True,jeonse
11200,성동구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,15,25000.0,45000.0,60000.0,18000.0,110000.0,2026-06-05,2025-07-01,8,3,5,all,2025-07-01,2026-06-30,all,15,12,3,0,12,0,low,0.8,0.2,0.3333333333333333,True,jeonse
11215,광진구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,4,16080.0,20790.0,23955.0,11400.0,24000.0,2026-05-21,2025-09-07,3,1,3,all,2025-07-01,2026-06-30,all,4,4,0,0,4,0,very_low,1.0,0.25,0.75,False,jeonse
11215,광진구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,3,16000.0,17000.0,23000.0,15000.0,29000.0,2026-06-18,2025-09-15,3,1,1,all,2025-07-01,2026-06-30,all,3,3,0,0,3,0,very_low,1.0,0.3333333333333333,0.3333333333333333,False,jeonse
11215,광진구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,35,9810.0,15000.0,17975.0,7000.0,25000.0,2026-06-25,2025-07-02,12,10,18,all,2025-07-01,2026-06-30,all,35,23,12,0,23,0,medium,0.6571428571428571,0.2857142857142857,0.5142857142857142,True,jeonse
11215,광진구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,29,27000.0,31500.0,36000.0,21600.0,85000.0,2026-06-29,2025-07-07,12,6,11,all,2025-07-01,2026-06-30,all,29,23,6,0,23,0,low,0.7931034482758621,0.20689655172413793,0.3793103448275862,True,jeonse
11215,광진구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,4,42250.0,48500.0,62250.0,37000.0,90000.0,2026-06-16,2025-08-19,4,1,3,all,2025-07-01,2026-06-30,all,4,4,0,0,4,0,very_low,1.0,0.25,0.75,False,jeonse
11215,광진구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,12,64750.0,115500.0,130750.0,57750.0,160000.0,2026-06-26,2025-07-02,9,2,7,all,2025-07-01,2026-06-30,all,12,2,10,0,2,0,low,0.16666666666666666,0.16666666666666666,0.5833333333333334,True,jeonse
11215,광진구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,55,25000.0,32000.0,46005.0,8000.0,97650.0,2026-06-24,2025-07-03,12,18,33,all,2025-07-01,2026-06-30,all,55,29,26,0,29,0,medium,0.5272727272727272,0.32727272727272727,0.6,True,jeonse
11230,동대문구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,1,36900.0,36900.0,36900.0,36900.0,36900.0,2025-11-27,2025-11-27,1,0,0,all,2025-07-01,2026-06-30,all,1,0,1,0,0,0,very_low,0.0,0.0,0.0,False,jeonse
11230,동대문구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,20,16000.0,28000.0,34750.0,8000.0,56000.0,2026-05-23,2025-07-14,10,2,8,all,2025-07-01,2026-06-30,all,20,16,4,0,16,0,low,0.8,0.1,0.4,True,jeonse
11260,중랑구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,27,17000.0,19000.0,20250.0,844.0,25600.0,2026-05-20,2025-07-01,9,9,15,all,2025-07-01,2026-06-30,all,27,17,10,0,17,0,low,0.6296296296296297,0.3333333333333333,0.5555555555555556,True,jeonse
11260,중랑구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,26,16000.0,17000.0,18750.0,7000.0,22000.0,2026-06-29,2025-07-02,12,6,10,all,2025-07-01,2026-06-30,all,26,12,14,0,12,0,low,0.46153846153846156,0.23076923076923078,0.38461538461538464,True,jeonse
11260,중랑구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,18,18000.0,23500.0,26985.0,9000.0,35000.0,2026-06-09,2025-07-28,9,5,8,all,2025-07-01,2026-06-30,all,18,13,5,0,13,0,low,0.7222222222222222,0.2777777777777778,0.4444444444444444,True,jeonse
11290,성북구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,2,25325.0,27550.0,29775.0,23100.0,32000.0,2026-03-23,2026-01-14,2,0,2,all,2025-07-01,2026-06-30,all,2,1,1,0,1,0,very_low,0.5,0.0,1.0,False,jeonse
11290,성북구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,14,10425.0,11000.0,16750.0,9000.0,22000.0,2026-05-13,2025-07-21,8,2,8,all,2025-07-01,2026-06-30,all,14,9,5,0,9,0,low,0.6428571428571429,0.14285714285714285,0.5714285714285714,True,jeonse
11290,성북구,officetel,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,29,8500.0,9800.0,13200.0,5500.0,25000.0,2026-06-27,2025-07-25,12,8,16,all,2025-07-01,2026-06-30,all,29,18,11,0,18,0,low,0.6206896551724138,0.27586206896551724,0.5517241379310345,True,jeonse
11290,성북구,officetel,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,22,18781.25,26500.0,30000.0,15000.0,41000.0,2026-06-22,2025-07-28,10,4,9,all,2025-07-01,2026-06-30,all,22,14,8,0,14,0,low,0.6363636363636364,0.18181818181818182,0.4090909090909091,True,jeonse
11290,성북구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,18,23750.0,25450.0,26000.0,19000.0,48000.0,2026-05-15,2025-07-25,9,2,9,all,2025-07-01,2026-06-30,all,18,13,5,0,13,0,low,0.7222222222222222,0.1111111111111111,0.5,True,jeonse
11290,성북구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,13,30000.0,34500.0,37000.0,22770.0,48000.0,2026-06-26,2025-07-04,11,3,7,all,2025-07-01,2026-06-30,all,13,9,4,0,9,0,low,0.6923076923076923,0.23076923076923078,0.5384615384615384,True,jeonse
11290,성북구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,5,40000.0,48300.0,48500.0,23500.0,51000.0,2026-06-13,2025-07-16,5,3,4,all,2025-07-01,2026-06-30,all,5,4,1,0,4,0,very_low,0.8,0.6,0.8,False,jeonse
11290,성북구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,36,21750.0,32750.0,41500.0,6000.0,210000.0,2026-06-28,2025-07-20,11,12,21,all,2025-07-01,2026-06-30,all,36,24,12,0,24,0,medium,0.6666666666666666,0.3333333333333333,0.5833333333333334,True,jeonse
11305,강북구,apartment,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,14,5675.5,7531.0,30450.0,4198.0,36000.0,2026-06-29,2025-09-12,8,2,8,all,2025-07-01,2026-06-30,all,14,3,7,4,7,0,low,0.21428571428571427,0.14285714285714285,0.5714285714285714,True,jeonse
11305,강북구,officetel,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,34,11225.0,25000.0,27000.0,7500.0,29000.0,2026-04-29,2025-07-03,10,3,18,all,2025-07-01,2026-06-30,all,34,26,8,0,26,0,medium,0.7647058823529411,0.08823529411764706,0.5294117647058824,True,jeonse
11305,강북구,officetel,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,12,10750.0,14050.0,19500.0,6000.0,28000.0,2026-06-19,2025-07-26,8,3,7,all,2025-07-01,2026-06-30,all,12,12,0,0,12,0,low,1.0,0.25,0.5833333333333334,True,jeonse
11305,강북구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,6,21250.0,22500.0,29000.0,19000.0,36000.0,2026-06-16,2025-08-16,4,4,4,all,2025-07-01,2026-06-30,all,6,6,0,0,6,0,very_low,1.0,0.6666666666666666,0.6666666666666666,False,jeonse
11305,강북구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,3,28000.0,40000.0,40000.0,16000.0,40000.0,2026-06-15,2025-11-15,3,2,2,all,2025-07-01,2026-06-30,all,3,2,1,0,2,0,very_low,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,jeonse
11305,강북구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,27,21500.0,23200.0,32145.0,12000.0,42000.0,2026-06-20,2025-08-23,11,8,18,all,2025-07-01,2026-06-30,all,27,18,9,0,18,0,low,0.6666666666666666,0.2962962962962963,0.6666666666666666,True,jeonse
11305,강북구,row_house,exclusive_area,under_20,under_20,20㎡ 이하,20,7900.0,8300.0,10250.0,4500.0,15750.0,2026-06-27,2025-07-02,10,4,8,all,2025-07-01,2026-06-30,all,20,15,5,0,15,0,low,0.75,0.2,0.4,True,jeonse
11320,도봉구,apartment,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,15,14200.0,15000.0,15450.0,13650.0,16000.0,2026-02-27,2025-07-03,8,0,7,all,2025-07-01,2026-06-30,all,15,9,6,0,9,0,low,0.6,0.0,0.4666666666666667,True,jeonse
11320,도봉구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,21,10500.0,13000.0,14000.0,6000.0,16000.0,2026-06-26,2025-07-19,11,7,13,all,2025-07-01,2026-06-30,all,21,16,5,0,16,0,low,0.7619047619047619,0.3333333333333333,0.6190476190476191,True,jeonse
11320,도봉구,officetel,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,14,13000.0,13250.0,15875.0,7000.0,25800.0,2026-06-30,2025-07-15,9,3,6,all,2025-07-01,2026-06-30,all,14,12,2,0,12,0,low,0.8571428571428571,0.21428571428571427,0.42857142857142855,True,jeonse
11320,도봉구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,3,27000.0,28000.0,29000.0,26000.0,30000.0,2025-09-24,2025-08-20,2,0,0,all,2025-07-01,2026-06-30,all,3,3,0,0,3,0,very_low,1.0,0.0,0.0,False,jeonse
11320,도봉구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,14,20787.5,29500.0,42250.0,10000.0,47000.0,2026-05-26,2025-07-10,5,3,7,all,2025-07-01,2026-06-30,all,14,9,5,0,9,0,low,0.6428571428571429,0.21428571428571427,0.5,True,jeonse
11320,도봉구,row_house,exclusive_area,under_20,under_20,20㎡ 이하,3,5500.0,6000.0,6792.5,5000.0,7585.0,2026-06-26,2026-03-15,3,2,3,all,2025-07-01,2026-06-30,all,3,3,0,0,3,0,very_low,1.0,0.6666666666666666,1.0,False,jeonse
11320,도봉구,single_multi_house,single_multi_reported_area,over_40,over_85,85㎡ 초과,38,4250.0,10500.0,18975.0,1700.0,30000.0,2026-05-19,2025-07-16,10,10,26,all,2025-07-01,2026-06-30,all,38,24,14,0,24,0,medium,0.631578947368421,0.2631578947368421,0.6842105263157895,True,jeonse
11320,도봉구,single_multi_house,single_multi_reported_area,under_20,under_20,20㎡ 이하,26,4000.0,5000.0,6000.0,1000.0,12000.0,2026-06-07,2025-07-16,12,7,14,all,2025-07-01,2026-06-30,all,26,21,1,4,25,0,low,0.8076923076923077,0.2692307692307692,0.5384615384615384,True,jeonse
11350,노원구,apartment,exclusive_area,under_20,under_20,20㎡ 이하,6,12000.0,15100.0,15425.0,8000.0,15500.0,2026-06-17,2025-09-01,6,3,4,all,2025-07-01,2026-06-30,all,6,5,1,0,5,0,very_low,0.8333333333333334,0.5,0.6666666666666666,False,jeonse
11350,노원구,officetel,exclusive_area,20_30,20_30,20㎡ 초과~30㎡,17,9500.0,10260.0,23000.0,8400.0,24000.0,2026-06-16,2025-07-14,11,5,8,all,2025-07-01,2026-06-30,all,17,14,3,0,14,0,low,0.8235294117647058,0.29411764705882354,0.47058823529411764,True,jeonse
11350,노원구,officetel,exclusive_area,30_40,30_40,30㎡ 초과~40㎡,17,13000.0,13500.0,14000.0,6000.0,14500.0,2026-06-02,2025-07-03,9,2,7,all,2025-07-01,2026-06-30,all,17,13,4,0,13,0,low,0.7647058823529411,0.11764705882352941,0.4117647058823529,True,jeonse
11350,노원구,officetel,exclusive_area,over_40,40_60,40㎡ 초과~60㎡,18,14875.0,18500.0,25000.0,13230.0,26250.0,2026-05-25,2025-07-04,9,2,7,all,2025-07-01,2026-06-30,all,18,13,5,0,13,0,low,0.7222222222222222,0.1111111111111111,0.3888888888888889,True,jeonse
11350,노원구,officetel,exclusive_area,over_40,60_85,60㎡ 초과~85㎡,18,36712.5,37500.0,40375.0,30000.0,48000.0,2026-06-17,2025-07-07,11,3,8,all,2025-07-01,2026-06-30,all,18,10,8,0,10,0,low,0.5555555555555556,0.16666666666666666,0.4444444444444444,True,jeonse
11350,노원구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,4,49612.5,52700.0,56250.0,47250.0,60000.0,2026-06-27,2025-09-11,4,2,2,all,2025-07-01,2026-06-30,all,4,2,2,0,2,0,very_low,0.5,0.5,0.5,False,jeonse
11350,노원구,officetel,exclusive_area,under_20,under_20,20㎡ 이하,10,13600.0,15700.0,18000.0,7718.0,19000.0,2026-05-11,2025-09-09,6,1,5,all,2025-07-01,2026-06-30,all,10,8,2,0,8,0,low,0.8,0.1,0.5,True,jeonse
11350,노원구,row_house,exclusive_area,over_40,over_85,85㎡ 초과,29,42000.0,53000.0,65000.0,20000.0,80000.0,2026-06-24,2025-07-01,10,6,13,all,2025-07-01,2026-06-30,all,29,22,7,0,22,0,low,0.7586206896551724,0.20689655172413793,0.4482758620689655,True,jeonse
11350,노원구,single_multi_house,single_multi_reported_area,over_40,over_85,85㎡ 초과,28,9750.0,17925.0,25050.0,4000.0,50000.0,2026-06-27,2025-08-09,11,9,15,all,2025-07-01,2026-06-30,all,28,20,8,0,20,0,low,0.7142857142857143,0.32142857142857145,0.5357142857142857,True,jeonse
11380,은평구,officetel,exclusive_area,over_40,over_85,85㎡ 초과,3,28000.0,30000.0,32100.0,26000.0,34200.0,2026-05-01,2025-07-17,3,1,1,all,2025-07-01,2026-06-30,all,3,2,1,0,2,0,very_low,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,jeonse
